YEAR,TEAM,RUNS_SCORED,WICKETS_LOST,WICKETS_TAKEN,AGAINST,WINNER,VENUE,HOST_COUNTRY,CHAMPION
2019,AFG,207,10,3,AUS,AUS,BRISTOL,ENGLAND,ENGLAND
2019,AFG,152,10,10,SL,SL,CARDIFF,ENGLAND,ENGLAND
2019,AFG,172,10,3,NZ,NZ,TAUNTON,ENGLAND,ENGLAND
2019,AFG,125,10,1,SA,SA,CARDIFF,ENGLAND,ENGLAND
2019,AFG,247,8,6,ENG,ENG,MANCHESTER,ENGLAND,ENGLAND
2019,AFG,213,10,8,IND,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,AFG,200,10,7,BAN,BAN,SOUTHAMPTON,ENGLAND,ENGLAND
2019,AFG,227,9,7,PAK,PAK,LEEDS,ENGLAND,ENGLAND
2019,AFG,288,10,6,WI,WI,LEEDS,ENGLAND,ENGLAND
2019,AUS,316,10,5,IND,IND,LONDON,ENGLAND,ENGLAND
2019,AUS,315,10,6,SA,SA,MANCHESTER,ENGLAND,ENGLAND
2019,AUS,223,10,2,ENG,ENG,BIRMINGHAM,ENGLAND,ENGLAND
2019,BAN,244,10,8,NZ,NZ,LONDON,ENGLAND,ENGLAND
2019,BAN,280,10,6,ENG,ENG,CARDIFF,ENGLAND,ENGLAND
2019,BAN,333,5,8,AUS,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,BAN,286,10,9,IND,IND,BIRMINGHAM,ENGLAND,ENGLAND
2019,BAN,221,10,9,PAK,PAK,LONDON,ENGLAND,ENGLAND
2019,IND,221,10,8,NZ,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,ENG,311,8,10,SA,ENG,LONDON,ENGLAND,ENGLAND
2019,ENG,386,6,10,BAN,ENG,CARDIFF,ENGLAND,ENGLAND
2019,ENG,231,2,10,WI,ENG,SOUTHAMPTON,ENGLAND,ENGLAND
2019,ENG,397,6,8,AFG,ENG,MANCHESTER,ENGLAND,ENGLAND
2019,ENG,337,7,5,IND,ENG,BIRMINGHAM,ENGLAND,ENGLAND
2019,ENG,305,8,10,NZ,ENG,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,ENG,226,2,10,AUS,ENG,BIRMINGHAM,ENGLAND,ENGLAND
2019,ENG,241,10,8,NZ,ENG,LONDON,ENGLAND,ENGLAND
2019,SA,131,1,10,AFG,SA,CARDIFF,ENGLAND,ENGLAND
2019,SA,206,1,10,SL,SA,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,SA,325,6,10,AUS,SA,MANCHESTER,ENGLAND,ENGLAND
2019,WI,108,3,10,PAK,WI,NOTTINGHAM,ENGLAND,ENGLAND
2019,WI,311,6,10,AFG,WI,LEEDS,ENGLAND,ENGLAND
2019,PAK,348,8,9,ENG,PAK,NOTTINGHAM,ENGLAND,ENGLAND
2019,PAK,308,7,9,SA,PAK,LONDON,ENGLAND,ENGLAND
2019,PAK,241,4,6,NZ,PAK,BIRMINGHAM,ENGLAND,ENGLAND
2019,PAK,230,7,9,AFG,PAK,LEEDS,ENGLAND,ENGLAND
2019,PAK,315,9,10,BAN,PAK,LONDON,ENGLAND,ENGLAND
2019,NZ,137,0,10,SL,NZ,CARDIFF,ENGLAND,ENGLAND
2019,NZ,248,8,10,BAN,NZ,LONDON,ENGLAND,ENGLAND
2019,NZ,173,3,10,AFG,NZ,TAUNTON,ENGLAND,ENGLAND
2019,NZ,245,6,6,SA,NZ,BIRMINGHAM,ENGLAND,ENGLAND
2019,NZ,291,8,10,WI,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,NZ,239,8,10,IND,NZ,MANCHESTER,ENGLAND,ENGLAND
2019,SL,201,10,10,AFG,SL,CARDIFF,ENGLAND,ENGLAND
2019,SL,232,9,10,ENG,SL,LEEDS,ENGLAND,ENGLAND
2019,SL,338,6,9,WI,SL,CHESTER-LE-STREET,ENGLAND,ENGLAND
2019,AUS,209,3,10,AFG,AUS,BRISTOL,ENGLAND,ENGLAND
2019,AUS,288,10,9,WI,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,AUS,307,10,10,PAK,AUS,TAUNTON,ENGLAND,ENGLAND
2019,AUS,334,7,10,SL,AUS,LONDON,ENGLAND,ENGLAND
2019,AUS,381,5,8,BAN,AUS,NOTTINGHAM,ENGLAND,ENGLAND
2019,AUS,285,7,10,ENG,AUS,LONDON,ENGLAND,ENGLAND
2019,AUS,243,9,10,NZ,AUS,LONDON,ENGLAND,ENGLAND
2019,BAN,330,6,8,SA,BAN,LONDON,ENGLAND,ENGLAND
2019,BAN,322,3,8,WI,BAN,TAUNTON,ENGLAND,ENGLAND
2019,BAN,262,7,10,AFG,BAN,SOUTHAMPTON,ENGLAND,ENGLAND
2019,IND,230,4,9,SA,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,IND,352,5,10,AUS,IND,LONDON,ENGLAND,ENGLAND
2019,IND,336,5,6,PAK,IND,MANCHESTER,ENGLAND,ENGLAND
2019,IND,224,8,10,AFG,IND,SOUTHAMPTON,ENGLAND,ENGLAND
2019,IND,268,7,10,WI,IND,MANCHESTER,ENGLAND,ENGLAND
2019,IND,306,5,7,ENG,IND,BIRMINGHAM,ENGLAND,ENGLAND
2019,IND,314,9,10,BAN,IND,BIRMINGHAM,ENGLAND,ENGLAND
2019,IND,265,3,7,SL,IND,LEEDS,ENGLAND,ENGLAND
